Time	PHS	BATT_LI	BEV_BATT	PHEV_BATT	TS_DEC_DIRECT_ELEC	TS_DEC_HP_ELEC	TS_DEC_THHP_GAS	TS_DEC_COGEN_GAS	TS_DEC_COGEN_OIL	TS_DEC_ADVCOGEN_GAS	TS_DEC_ADVCOGEN_H2	TS_DEC_BOILER_GAS	TS_DEC_BOILER_WOOD	TS_DEC_BOILER_OIL	TS_DHN_DAILY	TS_DHN_SEASONAL	TS_HIGH_TEMP	GAS_STORAGE	H2_STORAGE	DIESEL_STORAGE	GASOLINE_STORAGE	LFO_STORAGE	AMMONIA_STORAGE	METHANOL_STORAGE	CO2_STORAGE	PHS_in	PHS_out	BATT_LI_in	BATT_LI_out	BEV_BATT_in	BEV_BATT_out	PHEV_BATT_in	PHEV_BATT_out	TS_DEC_DIRECT_ELEC_in	TS_DEC_DIRECT_ELEC_out	TS_DEC_HP_ELEC_in	TS_DEC_HP_ELEC_out	TS_DEC_THHP_GAS_in	TS_DEC_THHP_GAS_out	TS_DEC_COGEN_GAS_in	TS_DEC_COGEN_GAS_out	TS_DEC_COGEN_OIL_in	TS_DEC_COGEN_OIL_out	TS_DEC_ADVCOGEN_GAS_in	TS_DEC_ADVCOGEN_GAS_out	TS_DEC_ADVCOGEN_H2_in	TS_DEC_ADVCOGEN_H2_out	TS_DEC_BOILER_GAS_in	TS_DEC_BOILER_GAS_out	TS_DEC_BOILER_WOOD_in	TS_DEC_BOILER_WOOD_out	TS_DEC_BOILER_OIL_in	TS_DEC_BOILER_OIL_out	TS_DHN_DAILY_in	TS_DHN_DAILY_out	TS_DHN_SEASONAL_in	TS_DHN_SEASONAL_out	TS_HIGH_TEMP_in	TS_HIGH_TEMP_out	GAS_STORAGE_in	GAS_STORAGE_out	H2_STORAGE_in	H2_STORAGE_out	DIESEL_STORAGE_in	DIESEL_STORAGE_out	GASOLINE_STORAGE_in	GASOLINE_STORAGE_out	LFO_STORAGE_in	LFO_STORAGE_out	AMMONIA_STORAGE_in	AMMONIA_STORAGE_out	METHANOL_STORAGE_in	METHANOL_STORAGE_out	CO2_STORAGE_in	CO2_STORAGE_out	
 490	6.500000		114.146513			0.000000	0.000000									289.936518	0.000000	6828.945501								0.000000	0.000000			-1.065079	1.750810					0.000000	0.000000	0.000000	0.000000																	-2.298595	0.000000	0.000000	0.000000	0.000000	7.907299															
 491	6.500000		115.788411			7.309081	0.000000									293.130065	0.000000	6821.984888								0.000000	0.000000			-3.665645	2.000916					-7.309081	0.000000	0.000000	0.000000																	-3.211117	0.000000	0.000000	0.000000	0.000000	6.960613															
 492	6.500000		117.196010			15.858821	0.000000									297.092284	0.000000	6819.488522								0.000000	0.000000			-3.631771	2.201015					-8.609967	0.000000	0.000000	0.000000																	-3.979983	0.000000	0.000000	0.000000	0.000000	2.496366															
 493	6.500000		118.837299			25.311329	0.030110									301.629467	0.000000	6819.576067								0.000000	0.000000			-3.665645	2.000916					-9.583185	0.000000	-0.030110	0.000000																	-4.555187	0.000000	0.000000	0.000000	-0.087545	0.000000															
 494	6.500000		120.449010			34.201785	0.000000									305.880218	0.000000	6819.279608								0.000000	0.000000			-3.661410	2.025931					-9.099021	0.000000	0.000000	0.029862																	-4.269030	0.000000	0.000000	0.000000	0.000000	0.296459															
 495	6.500000		121.767941			43.018984	0.000000									310.130712	0.000000	6812.301255								0.000000	0.000000			-3.619069	2.276049					-9.099021	0.000000	0.000000	0.000000																	-4.269030	0.000000	0.000000	0.000000	0.000000	6.978353															
 496	6.500000		120.139030			51.763528	0.000000									314.380948	0.000000	6803.611022								0.000000	0.000000			-0.771541	2.376098					-9.099021	0.000000	0.000000	0.000000																	-4.269030	0.000000	0.000000	0.000000	0.000000	8.690233															
 497	6.500000		117.738905			52.539229	0.000000									318.630926	0.000000	6794.920790								0.000000	0.000000			0.000000	2.376098					-1.202233	0.000000	0.000000	0.000000																	-4.269030	0.000000	0.000000	0.000000	0.000000	8.690233															
 498	6.500000		115.964547			50.159931	0.000000									318.734655	0.000000	6787.027553								0.000000	0.000000			0.000000	1.750810					0.000000	1.946375	0.000000	0.000000																	-0.123037	0.000000	0.000000	0.000000	0.000000	7.893237															
 499	6.500000		114.278445			44.962750	0.000000									316.462199	0.000000	6779.770414								0.000000	0.000000			0.000000	1.662909					0.000000	4.783863	0.000000	0.000000																	0.000000	2.253140	0.000000	0.000000	0.000000	7.257138															
 500	6.500000		112.376713			39.480728	0.000000									313.996220	0.000000	6772.910308								0.000000	0.000000			0.000000	1.878876					0.000000	5.111530	0.000000	0.000000																	0.000000	2.446802	0.000000	0.000000	0.000000	6.860107															
 501	6.500000		111.686034			33.804240	0.034707									311.388757	0.000000	6766.425824								0.000000	0.000000			0.000000	0.668204					0.000000	5.351166	-0.034707	0.000000																	0.000000	2.588435	0.000000	0.000000	0.000000	6.484484															
 502	6.500000		111.263458			30.537196	0.070866									308.636929	0.076084	6760.225302								0.000000	0.000000			0.000000	0.400239					0.000000	2.988497	-0.036445	0.000000																	0.000000	2.732958	-0.076084	0.000000	0.000000	6.200522															
 503	6.500000		110.991056			26.488910	0.106726									305.691605	0.252223	6754.214611								0.000000	0.000000			0.000000	0.250149					0.000000	3.796660	-0.036445	0.000000																	0.000000	2.926620	-0.176166	0.000000	0.000000	6.010691															
 504	6.500000		110.868798			22.398662	0.142291									302.601937	0.428299	6748.394086								0.000000	0.000000			0.000000	0.100060					0.000000	3.871979	-0.036445	0.000000																	0.000000	3.071144	-0.176166	0.000000	0.000000	5.820525															
 505	6.500000		111.835212			9.466225	0.104674									302.096503	0.000000	6742.641103								0.000000	0.000000			-1.051072	0.062484					0.000000	12.747872	0.000000	0.036445																	0.000000	0.487097	0.000000	0.428147	0.000000	5.752982															
 506	6.500000		111.787830			0.000000	0.067367									301.495049	0.000000	6736.935187								0.000000	0.000000			0.000000	0.025015					0.000000	9.388223	0.000000	0.036445																	0.000000	0.583147	0.000000	0.000000	0.000000	5.705917															
 507	6.500000		111.753019			0.000000	0.030368									300.749541	0.000000	6731.244286								0.000000	0.000000			0.000000	0.012454					0.000000	0.000000	0.000000	0.036445																	0.000000	0.727237	0.000000	0.000000	0.000000	5.690901															
 508	6.500000		111.580578			0.000000	0.000000									299.956039	0.000000	6725.373764								0.000000	0.000000			0.000000	0.150089					0.000000	0.000000	0.000000	0.030117																	0.000000	0.775277	0.000000	0.000000	0.000000	5.870522															
 509	6.500000		111.158024			0.000000	0.000000									299.114546	0.000000	6719.165259								0.000000	0.000000			0.000000	0.400239					0.000000	0.000000	0.000000	0.000000																	0.000000	0.823316	0.000000	0.000000	0.000000	6.208504															
 510	6.500000		110.135195			0.000000	0.000000									298.273103	0.000000	6712.192158								0.000000	0.000000			0.000000	1.000597					0.000000	0.000000	0.000000	0.000000																	0.000000	0.823316	0.000000	0.000000	0.000000	6.973101															
 511	6.500000		109.682058			0.000000	0.000000									297.383701	0.000000	6704.024387								0.000000	0.000000			-1.507279	1.938390					0.000000	0.000000	0.000000	0.000000																	0.000000	0.871327	0.000000	0.000000	0.000000	8.167771															
 512	6.500000		107.971849			0.000000	0.000000									296.542363	0.000000	6696.175484								0.000000	0.000000			0.000000	1.688273					0.000000	0.000000	0.000000	0.000000																	0.000000	0.823316	0.000000	0.000000	0.000000	7.848903															
 513	6.500000		106.387035			0.000000	0.000000									295.941246	0.000000	6688.487479								0.000000	0.000000			0.000000	1.563219					0.000000	0.000000	0.000000	0.000000																	0.000000	0.583147	0.000000	0.000000	0.000000	7.688005															
 514	6.500000		104.614948			0.000000	0.000000									296.060586	0.000000	6680.565469								0.000000	0.000000			0.000000	1.750810					0.000000	0.000000	0.000000	0.000000																	-0.137274	0.000000	0.000000	0.000000	0.000000	7.922010															
 515	6.500000		102.593108			0.000000	0.000000									296.900369	0.000000	6672.329835								0.000000	0.000000			0.000000	2.000916					0.000000	0.000000	0.000000	0.000000																	-0.857724	0.000000	0.000000	0.000000	0.000000	8.235634															
 516	6.500000		101.580000			0.000000	0.000000									298.220382	0.000000	6663.842632								0.000000	0.000000			-1.208425	2.201015					0.000000	0.000000	0.000000	0.000000																	-1.338005	0.000000	0.000000	0.000000	0.000000	8.487203															
 517	6.500000		102.595240			0.000000	0.000000									299.876535	0.000000	6655.612556								0.000000	0.000000			-3.036472	2.000916					0.000000	0.000000	0.000000	0.000000																	-1.674225	0.000000	0.000000	0.000000	0.000000	8.230076															
 518	6.500000		104.210199			1.301026	0.000000									301.772727	0.000000	6647.352256								0.000000	0.000000			-3.661410	2.025931					-1.301026	0.000000	0.000000	0.000000																	-1.914365	0.000000	0.000000	0.000000	0.000000	8.260300															
 519	6.500000		105.532377			4.731091	0.000000									304.005024	0.000000	6638.775703								0.000000	0.000000			-3.619069	2.276049					-3.440785	0.000000	0.000000	0.000000																	-2.250585	0.000000	0.000000	0.000000	0.000000	8.576553															
 520	6.500000		106.737305			7.849298	0.001617									305.804916	0.000000	6630.067765								0.000000	0.000000			-3.602132	2.376098					-3.157191	0.000000	-0.001617	0.000000																	-1.818315	0.000000	0.000000	0.000000	0.000000	8.707938															
 521	6.500000		106.624025			4.798614	0.030484									307.364559	0.000000	6621.340926								0.000000	0.000000			-2.284165	2.376098					0.000000	2.986006	-0.028881	0.000000																	-1.578174	0.000000	0.000000	0.000000	0.000000	8.726838															
 522	6.500000		104.851890			8.655140	0.054983									308.539848	0.000000	6613.410435								0.000000	0.000000			0.000000	1.750810					-3.896067	0.000000	-0.024750	0.000000																	-1.193915	0.000000	0.000000	0.000000	0.000000	7.930492															
 523	6.500000		103.580345			12.073583	0.076700									309.474925	0.000000	6606.117025								0.000000	0.000000			0.000000	1.250575					-3.489761	0.000000	-0.022169	0.000000																	-0.953775	0.000000	0.000000	0.000000	0.000000	7.293409															
 524	6.500000		102.621835			15.057551	0.095656									310.169805	0.000000	6599.221966								0.000000	0.000000			0.000000	0.937793					-3.083454	0.000000	-0.019588	0.000000																	-0.713634	0.000000	0.000000	0.000000	0.000000	6.895060															
 525	6.500000		101.976470			17.529344	0.111358									310.576463	0.000000	6592.725473								0.000000	0.000000			0.000000	0.624841					-2.595867	0.000000	-0.016491	0.000000																	-0.425454	0.000000	0.000000	0.000000	0.000000	6.496493															
 526	6.500000		104.935022			19.574462	0.124350									310.742956	0.076084	6586.515025								0.000000	0.000000			-3.379186	0.400239					-2.189560	0.000000	-0.013910	0.000000																	-0.185314	0.000000	-0.076084	0.000000	0.000000	6.210447															
 527	6.500000		108.625912			21.196422	0.134654									310.669298	0.252223	6580.495727								0.000000	0.000000			-3.962026	0.250149					-1.783254	0.000000	-0.011328	0.000000																	0.000000	0.054826	-0.176166	0.000000	0.000000	6.019298															
 528	6.500000		112.491561			22.398662	0.142291									310.355476	0.428299	6574.667578								0.000000	0.000000			-3.987434	0.100060					-1.376898	0.000000	-0.008747	0.000000																	0.000000	0.294996	-0.176166	0.000000	0.000000	5.828149															
 529	6.500000		113.457651			9.466225	0.104674									309.849572	0.000000	6568.914596								0.000000	0.000000			-1.051072	0.062484					0.000000	12.747872	0.000000	0.036445																	0.000000	0.487097	0.000000	0.428147	0.000000	5.752982															
 530	6.500000		113.409945			0.000000	0.067367									309.247648	0.000000	6563.208679								0.000000	0.000000			0.000000	0.025015					0.000000	9.388223	0.000000	0.036445																	0.000000	0.583147	0.000000	0.000000	0.000000	5.705917															
 531	6.500000		113.374808			0.000000	0.030368									308.501671	0.000000	6557.517778								0.000000	0.000000			0.000000	0.012454					0.000000	0.000000	0.000000	0.036445																	0.000000	0.727237	0.000000	0.000000	0.000000	5.690901															
 532	6.500000		113.202044			0.000000	0.000000									307.707699	0.000000	6551.647256								0.000000	0.000000			0.000000	0.150089					0.000000	0.000000	0.000000	0.030117																	0.000000	0.775277	0.000000	0.000000	0.000000	5.870522															
 533	6.500000		112.779165			0.000000	0.000000									306.865736	0.000000	6545.438752								0.000000	0.000000			0.000000	0.400239					0.000000	0.000000	0.000000	0.000000																	0.000000	0.823316	0.000000	0.000000	0.000000	6.208504															
 534	6.500000		111.756012			0.000000	0.000000									306.023824	0.000000	6538.465651								0.000000	0.000000			0.000000	1.000597					0.000000	0.000000	0.000000	0.000000																	0.000000	0.823316	0.000000	0.000000	0.000000	6.973101															
 535	6.500000		111.302550			0.000000	0.000000									305.133952	0.000000	6530.297880								0.000000	0.000000			-1.507279	1.938390					0.000000	0.000000	0.000000	0.000000																	0.000000	0.871327	0.000000	0.000000	0.000000	8.167771															
 536	6.500000		109.592017			0.000000	0.000000									304.292144	0.000000	6522.448976								0.000000	0.000000			0.000000	1.688273					0.000000	0.000000	0.000000	0.000000																	0.000000	0.823316	0.000000	0.000000	0.000000	7.848903															
 537	6.500000		108.006879			0.000000	0.000000									303.690557	0.000000	6514.760972								0.000000	0.000000			0.000000	1.563219					0.000000	0.000000	0.000000	0.000000																	0.000000	0.583147	0.000000	0.000000	0.000000	7.688005															
 538	6.500000		106.234468			0.000000	0.000000									303.809428	0.000000	6506.838962								0.000000	0.000000			0.000000	1.750810					0.000000	0.000000	0.000000	0.000000																	-0.137274	0.000000	0.000000	0.000000	0.000000	7.922010															
 539	6.500000		104.212305			0.000000	0.000000									304.648741	0.000000	6498.603328								0.000000	0.000000			0.000000	2.000916					0.000000	0.000000	0.000000	0.000000																	-0.857724	0.000000	0.000000	0.000000	0.000000	8.235634															
 540	6.500000		103.198873			0.000000	0.000000									305.968285	0.000000	6490.116124								0.000000	0.000000			-1.208425	2.201015					0.000000	0.000000	0.000000	0.000000																	-1.338005	0.000000	0.000000	0.000000	0.000000	8.487203															
 541	6.500000		104.213789			0.000000	0.000000									307.623968	0.000000	6481.886048								0.000000	0.000000			-3.036472	2.000916					0.000000	0.000000	0.000000	0.000000																	-1.674225	0.000000	0.000000	0.000000	0.000000	8.230076															
 542	6.500000		105.828425			1.301026	0.000000									309.519691	0.000000	6473.625748								0.000000	0.000000			-3.661410	2.025931					-1.301026	0.000000	0.000000	0.000000																	-1.914365	0.000000	0.000000	0.000000	0.000000	8.260300															
 543	6.500000		107.150279			4.731091	0.000000									311.751518	0.000000	6465.049195								0.000000	0.000000			-3.619069	2.276049					-3.440785	0.000000	0.000000	0.000000																	-2.250585	0.000000	0.000000	0.000000	0.000000	8.576553															
 544	6.500000		108.354883			7.849298	0.001617									313.550941	0.000000	6456.341257								0.000000	0.000000			-3.602132	2.376098					-3.157191	0.000000	-0.001617	0.000000																	-1.818315	0.000000	0.000000	0.000000	0.000000	8.707938															
 545	6.500000		108.241280			4.798614	0.030484									315.110114	0.000000	6447.614419								0.000000	0.000000			-2.284165	2.376098					0.000000	2.986006	-0.028881	0.000000																	-1.578174	0.000000	0.000000	0.000000	0.000000	8.726838															
 546	6.500000		106.468822			8.655140	0.054983									316.284933	0.000000	6439.683927								0.000000	0.000000			0.000000	1.750810					-3.896067	0.000000	-0.024750	0.000000																	-1.193915	0.000000	0.000000	0.000000	0.000000	7.930492															
 547	6.500000		105.196952			12.073583	0.076700									317.219541	0.000000	6432.390518								0.000000	0.000000			0.000000	1.250575					-3.489761	0.000000	-0.022169	0.000000																	-0.953775	0.000000	0.000000	0.000000	0.000000	7.293409															
 548	6.500000		104.238120			15.057551	0.095656									317.913952	0.000000	6425.495458								0.000000	0.000000			0.000000	0.937793					-3.083454	0.000000	-0.019588	0.000000																	-0.713634	0.000000	0.000000	0.000000	0.000000	6.895060															
 549	6.500000		103.592431			17.529344	0.111358									318.320141	0.000000	6418.998965								0.000000	0.000000			0.000000	0.624841					-2.595867	0.000000	-0.016491	0.000000																	-0.425454	0.000000	0.000000	0.000000	0.000000	6.496493															
 550	6.500000		106.550660			19.574462	0.124350									318.486164	0.076084	6412.788518								0.000000	0.000000			-3.379186	0.400239					-2.189560	0.000000	-0.013910	0.000000																	-0.185314	0.000000	-0.076084	0.000000	0.000000	6.210447															
 551	6.500000		110.241227			21.196422	0.134654									318.412038	0.252223	6406.769220								0.000000	0.000000			-3.962026	0.250149					-1.783254	0.000000	-0.011328	0.000000																	0.000000	0.054826	-0.176166	0.000000	0.000000	6.019298															
 552	6.500000		114.106553			22.398662	0.142291									318.097746	0.428299	6400.941071								0.000000	0.000000			-3.987434	0.100060					-1.376898	0.000000	-0.008747	0.000000																	0.000000	0.294996	-0.176166	0.000000	0.000000	5.828149															
 553	6.500000		114.021248			18.294008	0.116216									316.967002	0.000000	6395.176529								0.000000	0.000000			0.000000	0.062484					0.000000	3.920090	0.000000	0.024903																	0.000000	1.111467	0.000000	0.428147	0.000000	5.764541															
 554	6.500000		113.973429			17.813656	0.113164									315.644197	0.000000	6389.443955								0.000000	0.000000			0.000000	0.025015					0.000000	0.329609	0.000000	0.002094																	0.000000	1.303597	0.000000	0.000000	0.000000	5.732574															
 555	6.500000		113.938180			16.930957	0.107557									314.081332	0.000000	6383.727378								0.000000	0.000000			0.000000	0.012454					0.000000	0.735915	0.000000	0.004675																	0.000000	1.543737	0.000000	0.000000	0.000000	5.716577															
 556	6.500000		113.765303			15.811737	0.100447									312.374471	0.000000	6377.835512								0.000000	0.000000			0.000000	0.150089					0.000000	0.979709	0.000000	0.006224																	0.000000	1.687827	0.000000	0.000000	0.000000	5.891865															
 557	6.500000		113.342311			14.539226	0.092363									310.571663	0.000000	6371.625065								0.000000	0.000000			0.000000	0.400239					0.000000	1.142222	0.000000	0.007256																	0.000000	1.783878	0.000000	0.000000	0.000000	6.210447															
 558	6.500000		112.319046			13.033408	0.082797									308.624875	0.000000	6364.650021								0.000000	0.000000			0.000000	1.000597					0.000000	1.386015	0.000000	0.008805																	0.000000	1.927968	0.000000	0.000000	0.000000	6.975044															
 559	6.500000		110.621609			11.458716	0.072794									306.630165	0.000000	6356.480633								0.000000	0.000000			-0.263417	1.938390					0.000000	1.467296	0.000000	0.009321																	0.000000	1.976007	0.000000	0.000000	0.000000	8.169388															
 560	6.500000		108.911212			9.734487	0.061840									304.539526	0.000000	6348.629787								0.000000	0.000000			0.000000	1.688273					0.000000	1.629809	0.000000	0.010354																	0.000000	2.072058	0.000000	0.000000	0.000000	7.850846															
 561	6.500000		107.326210			8.024466	0.050977									302.449013	0.000000	6340.938205								0.000000	0.000000			0.000000	1.563219					0.000000	1.629809	0.000000	0.010354																	0.000000	2.072058	0.000000	0.000000	0.000000	7.691582															
 562	6.500000		105.553935			7.303661	0.046398									300.934958	0.000000	6333.007713								0.000000	0.000000			0.000000	1.750810					0.000000	0.654683	0.000000	0.004159																	0.000000	1.495727	0.000000	0.000000	0.000000	7.930492															
 563	6.500000		104.742362			7.726483	0.049084									300.093405	0.000000	6324.758693								0.000000	0.000000			-1.210454	2.000916					-0.483004	0.000000	-0.003068	0.000000																	0.000000	0.823316	0.000000	0.000000	0.000000	8.249020															
 564	6.500000		106.152170			9.202277	0.058459									299.876303	0.000000	6319.085081								0.000000	0.000000			-3.631771	2.201015					-1.539460	0.000000	-0.009780	0.000000																	0.000000	0.198917	0.000000	0.000000	0.000000	5.673612															
 565	6.500000		107.795668			11.397292	0.072403									300.091484	0.000000	6316.163444								0.000000	0.000000			-3.665645	2.000916					-2.270841	0.000000	-0.014426	0.000000																	-0.233354	0.000000	0.000000	0.000000	0.000000	2.921637															
 566	6.500000		109.409587			13.899245	0.088297									300.498753	0.000000	6310.054412								0.000000	0.000000			-3.661410	2.025931					-2.595867	0.000000	-0.016491	0.000000																	-0.425454	0.000000	0.000000	0.000000	0.000000	6.109032															
 567	6.500000		109.531121			16.299301	0.103544									300.857957	0.000000	6301.454993								0.000000	0.000000			-2.419464	2.276049					-2.514586	0.000000	-0.015974	0.000000																	-0.377415	0.000000	0.000000	0.000000	0.000000	8.599419															
 568	6.500000		107.759534			18.110761	0.115052									300.880949	0.000000	6292.728155								0.000000	0.000000			-0.626417	2.376098					-1.945767	0.000000	-0.012361	0.000000																	-0.041224	0.000000	0.000000	0.000000	0.000000	8.726838															
 569	6.500000		105.911185			19.094682	0.121302									300.423659	0.000000	6284.001316								0.000000	0.000000			-0.549301	2.376098					-1.133154	0.000000	-0.007199	0.000000																	0.000000	0.439057	0.000000	0.000000	0.000000	8.726838															
 570	6.500000		105.308042			19.989215	0.126985									299.918356	0.000000	6276.070824								0.000000	0.000000			-1.168849	1.750810					-1.051873	0.000000	-0.006682	0.000000																	0.000000	0.487097	0.000000	0.000000	0.000000	7.930492															
 571	6.500000		104.650360			20.713864	0.131589									299.317034	0.000000	6268.777415								0.000000	0.000000			-0.613955	1.250575					-0.889360	0.000000	-0.005650	0.000000																	0.000000	0.583147	0.000000	0.000000	0.000000	7.293409															
 572	6.500000		105.990524			21.351260	0.135638									298.667709	0.000000	6261.882355								0.000000	0.000000			-2.298887	0.937793					-0.808079	0.000000	-0.005133	0.000000																	0.000000	0.631187	0.000000	0.000000	0.000000	6.895060															
 573	6.500000		108.412639			21.820892	0.138621									297.922373	0.000000	6255.385862								0.000000	0.000000			-3.068154	0.624841					-0.645566	0.000000	-0.004101	0.000000																	0.000000	0.727237	0.000000	0.000000	0.000000	6.496493															
 574	6.500000		110.896402			22.124092	0.140547									297.081003	0.076084	6249.175415								0.000000	0.000000			-2.905684	0.400239					-0.483004	0.000000	-0.003068	0.000000																	0.000000	0.823316	-0.076084	0.000000	0.000000	6.210447															
 575	6.500000		111.906759			22.343562	0.141941									296.191673	0.252223	6243.156117								0.000000	0.000000			-1.282686	0.250149					-0.401772	0.000000	-0.002552	0.000000																	0.000000	0.871327	-0.176166	0.000000	0.000000	6.019298															
 576	6.500000		111.784318			22.398662	0.142291									295.206317	0.428299	6237.327968								0.000000	0.000000			0.000000	0.100060					-0.239211	0.000000	-0.001520	0.000000																	0.000000	0.967406	-0.176166	0.000000	0.000000	5.828149															
 577	6.500000		111.699477			18.294008	0.116216									294.076961	0.000000	6231.563427								0.000000	0.000000			0.000000	0.062484					0.000000	3.920090	0.000000	0.024903																	0.000000	1.111467	0.000000	0.428147	0.000000	5.764541															
 578	6.500000		111.652123			17.813656	0.113164									292.755543	0.000000	6225.830852								0.000000	0.000000			0.000000	0.025015					0.000000	0.329609	0.000000	0.002094																	0.000000	1.303597	0.000000	0.000000	0.000000	5.732574															
 579	6.500000		111.617338			16.930957	0.107557									291.194064	0.000000	6220.114275								0.000000	0.000000			0.000000	0.012454					0.000000	0.735915	0.000000	0.004675																	0.000000	1.543737	0.000000	0.000000	0.000000	5.716577															
 580	6.500000		111.444925			15.811737	0.100447									289.488591	0.000000	6214.222410								0.000000	0.000000			0.000000	0.150089					0.000000	0.979709	0.000000	0.006224																	0.000000	1.687827	0.000000	0.000000	0.000000	5.891865															
 581	6.500000		111.022397			14.539226	0.092363									287.687170	0.000000	6208.011962								0.000000	0.000000			0.000000	0.400239					0.000000	1.142222	0.000000	0.007256																	0.000000	1.783878	0.000000	0.000000	0.000000	6.210447															
 582	6.500000		109.999596			13.033408	0.082797									285.741768	0.000000	6201.036918								0.000000	0.000000			0.000000	1.000597					0.000000	1.386015	0.000000	0.008805																	0.000000	1.927968	0.000000	0.000000	0.000000	6.975044															
 583	6.500000		108.302623			11.458716	0.072794									283.748445	0.000000	6192.867531								0.000000	0.000000			-0.263417	1.938390					0.000000	1.467296	0.000000	0.009321																	0.000000	1.976007	0.000000	0.000000	0.000000	8.169388															
 584	6.500000		106.592690			9.734487	0.061840									281.659192	0.000000	6185.016684								0.000000	0.000000			0.000000	1.688273					0.000000	1.629809	0.000000	0.010354																	0.000000	2.072058	0.000000	0.000000	0.000000	7.850846															
 585	6.500000		105.008152			8.024466	0.050977									279.570066	0.000000	6177.325102								0.000000	0.000000			0.000000	1.563219					0.000000	1.629809	0.000000	0.010354																	0.000000	2.072058	0.000000	0.000000	0.000000	7.691582															
 586	6.500000		103.236341			7.303661	0.046398									278.057398	0.000000	6169.394610								0.000000	0.000000			0.000000	1.750810					0.000000	0.654683	0.000000	0.004159																	0.000000	1.495727	0.000000	0.000000	0.000000	7.930492															
 587	6.500000		102.425231			7.726483	0.049084									277.217231	0.000000	6161.145590								0.000000	0.000000			-1.210454	2.000916					-0.483004	0.000000	-0.003068	0.000000																	0.000000	0.823316	0.000000	0.000000	0.000000	8.249020															
 588	6.500000		103.835502			9.202277	0.058459									277.001515	0.000000	6155.471978								0.000000	0.000000			-3.631771	2.201015					-1.539460	0.000000	-0.009780	0.000000																	0.000000	0.198917	0.000000	0.000000	0.000000	5.673612															
 589	6.500000		105.479463			11.397292	0.072403									277.218082	0.000000	6152.550341								0.000000	0.000000			-3.665645	2.000916					-2.270841	0.000000	-0.014426	0.000000																	-0.233354	0.000000	0.000000	0.000000	0.000000	2.921637															
 590	6.500000		107.093846			13.899245	0.088297									277.626737	0.000000	6146.441309								0.000000	0.000000			-3.661410	2.025931					-2.595867	0.000000	-0.016491	0.000000																	-0.425454	0.000000	0.000000	0.000000	0.000000	6.109032															
 591	6.500000		107.215843			16.299301	0.103544									277.987328	0.000000	6137.841890								0.000000	0.000000			-2.419464	2.276049					-2.514586	0.000000	-0.015974	0.000000																	-0.377415	0.000000	0.000000	0.000000	0.000000	8.599419															
 592	6.500000		105.444719			18.110761	0.115052									278.011706	0.000000	6129.115052								0.000000	0.000000			-0.626417	2.376098					-1.945767	0.000000	-0.012361	0.000000																	-0.041224	0.000000	0.000000	0.000000	0.000000	8.726838															
 593	6.500000		103.596833			19.094682	0.121302									277.555801	0.000000	6120.388213								0.000000	0.000000			-0.549301	2.376098					-1.133154	0.000000	-0.007199	0.000000																	0.000000	0.439057	0.000000	0.000000	0.000000	8.726838															
 594	6.500000		102.994153			19.989215	0.126985									277.051885	0.000000	6112.457722								0.000000	0.000000			-1.168849	1.750810					-1.051873	0.000000	-0.006682	0.000000																	0.000000	0.487097	0.000000	0.000000	0.000000	7.930492															
 595	6.500000		102.336934			20.713864	0.131589									276.451949	0.000000	6105.164312								0.000000	0.000000			-0.613955	1.250575					-0.889360	0.000000	-0.005650	0.000000																	0.000000	0.583147	0.000000	0.000000	0.000000	7.293409															
 596	6.500000		103.677560			21.351260	0.135638									275.804009	0.000000	6098.269253								0.000000	0.000000			-2.298887	0.937793					-0.808079	0.000000	-0.005133	0.000000																	0.000000	0.631187	0.000000	0.000000	0.000000	6.895060															
 597	6.500000		106.100138			21.820892	0.138621									275.060058	0.000000	6091.772759								0.000000	0.000000			-3.068154	0.624841					-0.645566	0.000000	-0.004101	0.000000																	0.000000	0.727237	0.000000	0.000000	0.000000	6.496493															
 598	6.500000		108.584363			22.124092	0.140547									274.220074	0.076084	6085.562312								0.000000	0.000000			-2.905684	0.400239					-0.483004	0.000000	-0.003068	0.000000																	0.000000	0.823316	-0.076084	0.000000	0.000000	6.210447															
 599	6.500000		109.595183			22.343562	0.141941									273.332129	0.252223	6079.543014								0.000000	0.000000			-1.282686	0.250149					-0.401772	0.000000	-0.002552	0.000000																	0.000000	0.871327	-0.176166	0.000000	0.000000	6.019298															
 600	6.500000		109.473205			22.398662	0.142291									272.348159	0.428299	6073.714865								0.000000	0.000000			0.000000	0.100060					-0.239211	0.000000	-0.001520	0.000000																	0.000000	0.967406	-0.176166	0.000000	0.000000	5.828149															
 601	6.500000		109.388826			18.294008	0.116216									271.220187	0.000000	6067.950324								0.000000	0.000000			0.000000	0.062484					0.000000	3.920090	0.000000	0.024903																	0.000000	1.111467	0.000000	0.428147	0.000000	5.764541															
 602	6.500000		109.341933			17.813656	0.113164									269.900154	0.000000	6062.217749								0.000000	0.000000			0.000000	0.025015					0.000000	0.329609	0.000000	0.002094																	0.000000	1.303597	0.000000	0.000000	0.000000	5.732574															
 603	6.500000		109.307611			16.930957	0.107557									268.340061	0.000000	6056.501172								0.000000	0.000000			0.000000	0.012454					0.000000	0.735915	0.000000	0.004675																	0.000000	1.543737	0.000000	0.000000	0.000000	5.716577															
