Time	PHS	BATT_LI	BEV_BATT	PHEV_BATT	TS_DEC_DIRECT_ELEC	TS_DEC_HP_ELEC	TS_DEC_THHP_GAS	TS_DEC_COGEN_GAS	TS_DEC_COGEN_OIL	TS_DEC_ADVCOGEN_GAS	TS_DEC_ADVCOGEN_H2	TS_DEC_BOILER_GAS	TS_DEC_BOILER_WOOD	TS_DEC_BOILER_OIL	TS_DHN_DAILY	TS_DHN_SEASONAL	TS_HIGH_TEMP	GAS_STORAGE	H2_STORAGE	DIESEL_STORAGE	GASOLINE_STORAGE	LFO_STORAGE	AMMONIA_STORAGE	METHANOL_STORAGE	CO2_STORAGE	PHS_in	PHS_out	BATT_LI_in	BATT_LI_out	BEV_BATT_in	BEV_BATT_out	PHEV_BATT_in	PHEV_BATT_out	TS_DEC_DIRECT_ELEC_in	TS_DEC_DIRECT_ELEC_out	TS_DEC_HP_ELEC_in	TS_DEC_HP_ELEC_out	TS_DEC_THHP_GAS_in	TS_DEC_THHP_GAS_out	TS_DEC_COGEN_GAS_in	TS_DEC_COGEN_GAS_out	TS_DEC_COGEN_OIL_in	TS_DEC_COGEN_OIL_out	TS_DEC_ADVCOGEN_GAS_in	TS_DEC_ADVCOGEN_GAS_out	TS_DEC_ADVCOGEN_H2_in	TS_DEC_ADVCOGEN_H2_out	TS_DEC_BOILER_GAS_in	TS_DEC_BOILER_GAS_out	TS_DEC_BOILER_WOOD_in	TS_DEC_BOILER_WOOD_out	TS_DEC_BOILER_OIL_in	TS_DEC_BOILER_OIL_out	TS_DHN_DAILY_in	TS_DHN_DAILY_out	TS_DHN_SEASONAL_in	TS_DHN_SEASONAL_out	TS_HIGH_TEMP_in	TS_HIGH_TEMP_out	GAS_STORAGE_in	GAS_STORAGE_out	H2_STORAGE_in	H2_STORAGE_out	DIESEL_STORAGE_in	DIESEL_STORAGE_out	GASOLINE_STORAGE_in	GASOLINE_STORAGE_out	LFO_STORAGE_in	LFO_STORAGE_out	AMMONIA_STORAGE_in	AMMONIA_STORAGE_out	METHANOL_STORAGE_in	METHANOL_STORAGE_out	CO2_STORAGE_in	CO2_STORAGE_out	
 1	6.500000		144.884195			13.381384	0.104674									629.054242	0.000000	10122.029180								0.000000	0.000000			0.000000	0.062484					0.000000	8.832713	0.000000	0.036445																	0.000000	2.024047	0.000000	0.428147	0.000000	5.763444															
 2	6.500000		144.830203			11.885106	0.075502									627.088154	0.000000	10116.308958								0.000000	0.000000			0.000000	0.025015					0.000000	1.386015	0.000000	0.028310																	0.000000	1.927968	0.000000	0.000000	0.000000	5.720222															
 3	6.500000		144.788783			10.482389	0.066591									625.170196	0.000000	10110.592380								0.000000	0.000000			0.000000	0.012454					0.000000	1.304783	0.000000	0.008289																	0.000000	1.879957	0.000000	0.000000	0.000000	5.716577															
 4	6.500000		144.609735			9.091231	0.057754									623.252353	0.000000	10104.700515								0.000000	0.000000			0.000000	0.150089					0.000000	1.304783	0.000000	0.008289																	0.000000	1.879957	0.000000	0.000000	0.000000	5.891865															
 5	6.500000		144.180575			7.792817	0.049505									621.382667	0.000000	10098.490068								0.000000	0.000000			0.000000	0.400239					0.000000	1.223503	0.000000	0.007773																	0.000000	1.831917	0.000000	0.000000	0.000000	6.210447															
 6	6.500000		143.151142			6.505101	0.041325									619.513094	0.000000	10091.515024								0.000000	0.000000			0.000000	1.000597					0.000000	1.223503	0.000000	0.007773																	0.000000	1.831917	0.000000	0.000000	0.000000	6.975044															
 7	6.500000		141.184122			5.309277	0.033728									617.691674	0.000000	10083.345636								0.000000	0.000000			0.000000	1.938390					0.000000	1.142222	0.000000	0.007256																	0.000000	1.783878	0.000000	0.000000	0.000000	8.169388															
 8	6.500000		139.467612			4.123307	0.026194									615.870364	0.000000	10075.494790								0.000000	0.000000			0.000000	1.688273					0.000000	1.142222	0.000000	0.007256																	0.000000	1.783878	0.000000	0.000000	0.000000	7.850846															
 9	6.500000		137.876500			3.190854	0.020270									614.193225	0.000000	10067.803207								0.000000	0.000000			0.000000	1.563219					0.000000	0.898477	0.000000	0.005708																	0.000000	1.639817	0.000000	0.000000	0.000000	7.691582															
 10	6.500000		136.761592			2.753672	0.017493									612.804369	0.000000	10059.872716								0.000000	0.000000			-0.663478	1.750810					0.000000	0.410890	0.000000	0.002610																	0.000000	1.351637	0.000000	0.000000	0.000000	7.930492															
 11	6.500000		138.398968			2.807680	0.017836									611.703776	0.000000	10053.860326								0.000000	0.000000			-3.665645	2.000916					-0.076698	0.000000	-0.000487	0.000000																	0.000000	1.063457	0.000000	0.000000	0.000000	6.012389															
 12	6.500000		139.802045			3.105036	0.019725									610.747341	0.000000	10052.577123								0.000000	0.000000			-3.631771	2.201015					-0.320492	0.000000	-0.002036	0.000000																	0.000000	0.919367	0.000000	0.000000	0.000000	1.283204															
 13	6.500000		141.438813			3.399942	0.021599									609.790963	0.000000	10053.545184								0.000000	0.000000			-3.665645	2.000916					-0.320492	0.000000	-0.002036	0.000000																	0.000000	0.919367	0.000000	0.000000	-0.968062	0.000000															
 14	6.500000		143.046004			4.911387	0.031200									609.555093	0.000000	10054.098591								0.000000	0.000000			-3.661410	2.025931					-1.539460	0.000000	-0.009780	0.000000																	0.000000	0.198917	0.000000	0.000000	-0.553406	0.000000															
 15	6.500000		144.360414			7.141758	0.045369									609.751507	0.000000	10052.778452								0.000000	0.000000			-3.619069	2.276049					-2.270841	0.000000	-0.014426	0.000000																	-0.233354	0.000000	0.000000	0.000000	0.000000	1.320139															
 16	6.500000		145.557576			9.678777	0.061486									610.140011	0.000000	10046.777443								0.000000	0.000000			-3.602132	2.376098					-2.595867	0.000000	-0.016491	0.000000																	-0.425454	0.000000	0.000000	0.000000	0.000000	6.001008															
 17	6.500000		144.227446			12.032378	0.076438									610.432440	0.000000	10038.050605								0.000000	0.000000			-1.075079	2.376098					-2.433354	0.000000	-0.015458	0.000000																	-0.329404	0.000000	0.000000	0.000000	0.000000	8.726838															
 18	6.500000		142.447791			13.878998	0.088169									610.436672	0.000000	10030.120113								0.000000	0.000000			0.000000	1.750810					-1.945767	0.000000	-0.012361	0.000000																	-0.041224	0.000000	0.000000	0.000000	0.000000	7.930492															
 19	6.500000		141.168726			15.629121	0.099287									610.392863	0.000000	10022.826704								0.000000	0.000000			0.000000	1.250575					-1.864486	0.000000	-0.011844	0.000000																	0.000000	0.006816	0.000000	0.000000	0.000000	7.293409															
 20	6.500000		140.202699			17.202310	0.109281									610.253008	0.000000	10015.931644								0.000000	0.000000			0.000000	0.937793					-1.701973	0.000000	-0.010812	0.000000																	0.000000	0.102866	0.000000	0.000000	0.000000	6.895060															
 21	6.500000		139.549818			18.681255	0.118676									610.065120	0.000000	10009.435151								0.000000	0.000000			0.000000	0.624841					-1.620692	0.000000	-0.010296	0.000000																	0.000000	0.150906	0.000000	0.000000	0.000000	6.496493															
 22	6.500000		139.121669			20.066781	0.127478									609.829234	0.076084	10003.224704								0.000000	0.000000			0.000000	0.400239					-1.539460	0.000000	-0.009780	0.000000																	0.000000	0.198917	-0.076084	0.000000	0.000000	6.210447															
 23	6.500000		138.843696			21.278329	0.135174									609.497283	0.252223	9997.205406								0.000000	0.000000			0.000000	0.250149					-1.376898	0.000000	-0.008747	0.000000																	0.000000	0.294996	-0.176166	0.000000	0.000000	6.019298															
 24	6.500000		141.895993			22.398662	0.142291									609.117341	0.428299	9991.377257								0.000000	0.000000			-3.180126	0.100060					-1.295666	0.000000	-0.008231	0.000000																	0.000000	0.343007	-0.176166	0.000000	0.000000	5.828149															
 25	6.500000		141.805130			18.294008	0.116216									607.968961	0.000000	9985.612715								0.000000	0.000000			0.000000	0.062484					0.000000	3.920090	0.000000	0.024903																	0.000000	1.111467	0.000000	0.428147	0.000000	5.764541															
 26	6.500000		141.751754			17.813656	0.113164									606.628521	0.000000	9979.880141								0.000000	0.000000			0.000000	0.025015					0.000000	0.329609	0.000000	0.002094																	0.000000	1.303597	0.000000	0.000000	0.000000	5.732574															
 27	6.500000		141.710949			16.930957	0.107557									605.048022	0.000000	9974.163564								0.000000	0.000000			0.000000	0.012454					0.000000	0.735915	0.000000	0.004675																	0.000000	1.543737	0.000000	0.000000	0.000000	5.716577															
 28	6.500000		141.532517			15.811737	0.100447									603.323529	0.000000	9968.271698								0.000000	0.000000			0.000000	0.150089					0.000000	0.979709	0.000000	0.006224																	0.000000	1.687827	0.000000	0.000000	0.000000	5.891865															
 29	6.500000		141.103972			14.539226	0.092363									601.503090	0.000000	9962.061251								0.000000	0.000000			0.000000	0.400239					0.000000	1.142222	0.000000	0.007256																	0.000000	1.783878	0.000000	0.000000	0.000000	6.210447															
 30	6.500000		140.075155			13.033408	0.082797									599.538671	0.000000	9955.086207								0.000000	0.000000			0.000000	1.000597					0.000000	1.386015	0.000000	0.008805																	0.000000	1.927968	0.000000	0.000000	0.000000	6.975044															
 31	6.500000		138.372167			11.458716	0.072794									597.526331	0.000000	9946.916819								0.000000	0.000000			-0.263417	1.938390					0.000000	1.467296	0.000000	0.009321																	0.000000	1.976007	0.000000	0.000000	0.000000	8.169388															
 32	6.500000		136.656220			9.734487	0.061840									595.418064	0.000000	9939.065973								0.000000	0.000000			0.000000	1.688273					0.000000	1.629809	0.000000	0.010354																	0.000000	2.072058	0.000000	0.000000	0.000000	7.850846															
 33	6.500000		135.065669			8.024466	0.050977									593.309924	0.000000	9931.374391								0.000000	0.000000			0.000000	1.563219					0.000000	1.629809	0.000000	0.010354																	0.000000	2.072058	0.000000	0.000000	0.000000	7.691582															
 34	6.500000		133.287846			7.303661	0.046398									591.778242	0.000000	9923.443899								0.000000	0.000000			0.000000	1.750810					0.000000	0.654683	0.000000	0.004159																	0.000000	1.495727	0.000000	0.000000	0.000000	7.930492															
 35	6.500000		132.470726			7.726483	0.049084									590.919065	0.000000	9915.194879								0.000000	0.000000			-1.210454	2.000916					-0.483004	0.000000	-0.003068	0.000000																	0.000000	0.823316	0.000000	0.000000	0.000000	8.249020															
 36	6.500000		133.874988			9.202277	0.058459									590.684338	0.000000	9909.521267								0.000000	0.000000			-3.631771	2.201015					-1.539460	0.000000	-0.009780	0.000000																	0.000000	0.198917	0.000000	0.000000	0.000000	5.673612															
 37	6.500000		135.512941			11.397292	0.072403									590.881896	0.000000	9906.599630								0.000000	0.000000			-3.665645	2.000916					-2.270841	0.000000	-0.014426	0.000000																	-0.233354	0.000000	0.000000	0.000000	0.000000	2.921637															
 38	6.500000		137.121318			13.899245	0.088297									591.271543	0.000000	9900.490598								0.000000	0.000000			-3.661410	2.025931					-2.595867	0.000000	-0.016491	0.000000																	-0.425454	0.000000	0.000000	0.000000	0.000000	6.109032															
 39	6.500000		137.237308			16.299301	0.103544									591.613127	0.000000	9891.891179								0.000000	0.000000			-2.419464	2.276049					-2.514586	0.000000	-0.015974	0.000000																	-0.377415	0.000000	0.000000	0.000000	0.000000	8.599419															
 40	6.500000		135.460180			18.110761	0.115052									591.618499	0.000000	9883.164341								0.000000	0.000000			-0.626417	2.376098					-1.945767	0.000000	-0.012361	0.000000																	-0.041224	0.000000	0.000000	0.000000	0.000000	8.726838															
 41	6.500000		133.606291			19.094682	0.121302									591.143590	0.000000	9874.437502								0.000000	0.000000			-0.549301	2.376098					-1.133154	0.000000	-0.007199	0.000000																	0.000000	0.439057	0.000000	0.000000	0.000000	8.726838															
 42	6.500000		132.997609			19.989215	0.126985									590.620670	0.000000	9866.507010								0.000000	0.000000			-1.168849	1.750810					-1.051873	0.000000	-0.006682	0.000000																	0.000000	0.487097	0.000000	0.000000	0.000000	7.930492															
 43	6.500000		132.334390			20.713864	0.131589									590.001732	0.000000	9859.213601								0.000000	0.000000			-0.613955	1.250575					-0.889360	0.000000	-0.005650	0.000000																	0.000000	0.583147	0.000000	0.000000	0.000000	7.293409															
 44	6.500000		133.669017			21.351260	0.135638									589.334791	0.000000	9852.318542								0.000000	0.000000			-2.298887	0.937793					-0.808079	0.000000	-0.005133	0.000000																	0.000000	0.631187	0.000000	0.000000	0.000000	6.895060															
 45	6.500000		136.085596			21.820892	0.138621									588.571840	0.000000	9845.822048								0.000000	0.000000			-3.068154	0.624841					-0.645566	0.000000	-0.004101	0.000000																	0.000000	0.727237	0.000000	0.000000	0.000000	6.496493															
 46	6.500000		138.563824			22.124092	0.140547									587.712857	0.076084	9839.611601								0.000000	0.000000			-2.905684	0.400239					-0.483004	0.000000	-0.003068	0.000000																	0.000000	0.823316	-0.076084	0.000000	0.000000	6.210447															
 47	6.500000		139.568648			22.343562	0.141941									586.805914	0.252223	9833.592303								0.000000	0.000000			-1.282686	0.250149					-0.401772	0.000000	-0.002552	0.000000																	0.000000	0.871327	-0.176166	0.000000	0.000000	6.019298															
 48	6.500000		139.440675			22.398662	0.142291									585.802948	0.428299	9827.764154								0.000000	0.000000			0.000000	0.100060					-0.239211	0.000000	-0.001520	0.000000																	0.000000	0.967406	-0.176166	0.000000	0.000000	5.828149															
 49	6.500000		140.401375			9.466225	0.104674									585.280352	0.000000	9822.011172								0.000000	0.000000			-1.051072	0.062484					0.000000	12.747872	0.000000	0.036445																	0.000000	0.487097	0.000000	0.428147	0.000000	5.752982															
 50	6.500000		140.348280			0.000000	0.067367									584.661737	0.000000	9816.305255								0.000000	0.000000			0.000000	0.025015					0.000000	9.388223	0.000000	0.036445																	0.000000	0.583147	0.000000	0.000000	0.000000	5.705917															
 51	6.500000		140.307756			0.000000	0.030368									583.899069	0.000000	9810.614354								0.000000	0.000000			0.000000	0.012454					0.000000	0.000000	0.000000	0.036445																	0.000000	0.727237	0.000000	0.000000	0.000000	5.690901															
 52	6.500000		140.129605			0.000000	0.000000									583.088408	0.000000	9804.743832								0.000000	0.000000			0.000000	0.150089					0.000000	0.000000	0.000000	0.030117																	0.000000	0.775277	0.000000	0.000000	0.000000	5.870522															
 53	6.500000		139.701340			0.000000	0.000000									582.229757	0.000000	9798.535328								0.000000	0.000000			0.000000	0.400239					0.000000	0.000000	0.000000	0.000000																	0.000000	0.823316	0.000000	0.000000	0.000000	6.208504															
 54	6.500000		138.672803			0.000000	0.000000									581.371158	0.000000	9791.562227								0.000000	0.000000			0.000000	1.000597					0.000000	0.000000	0.000000	0.000000																	0.000000	0.823316	0.000000	0.000000	0.000000	6.973101															
 55	6.500000		138.213958			0.000000	0.000000									580.464600	0.000000	9783.394455								0.000000	0.000000			-1.507279	1.938390					0.000000	0.000000	0.000000	0.000000																	0.000000	0.871327	0.000000	0.000000	0.000000	8.167771															
 56	6.500000		136.498042			0.000000	0.000000									579.606108	0.000000	9775.545552								0.000000	0.000000			0.000000	1.688273					0.000000	0.000000	0.000000	0.000000																	0.000000	0.823316	0.000000	0.000000	0.000000	7.848903															
 57	6.500000		134.907523			0.000000	0.000000									578.987837	0.000000	9767.857548								0.000000	0.000000			0.000000	1.563219					0.000000	0.000000	0.000000	0.000000																	0.000000	0.583147	0.000000	0.000000	0.000000	7.688005															
 58	6.500000		133.129732			0.000000	0.000000									579.090024	0.000000	9759.935537								0.000000	0.000000			0.000000	1.750810					0.000000	0.000000	0.000000	0.000000																	-0.137274	0.000000	0.000000	0.000000	0.000000	7.922010															
 59	6.500000		131.102190			0.000000	0.000000									579.912656	0.000000	9751.699903								0.000000	0.000000			0.000000	2.000916					0.000000	0.000000	0.000000	0.000000																	-0.857724	0.000000	0.000000	0.000000	0.000000	8.235634															
 60	6.500000		130.083380			0.000000	0.000000									581.215518	0.000000	9743.212700								0.000000	0.000000			-1.208425	2.201015					0.000000	0.000000	0.000000	0.000000																	-1.338005	0.000000	0.000000	0.000000	0.000000	8.487203															
 61	6.500000		131.092919			0.000000	0.000000									582.854521	0.000000	9734.982624								0.000000	0.000000			-3.036472	2.000916					0.000000	0.000000	0.000000	0.000000																	-1.674225	0.000000	0.000000	0.000000	0.000000	8.230076															
 62	6.500000		132.702179			1.301026	0.000000									584.733565	0.000000	9726.722324								0.000000	0.000000			-3.661410	2.025931					-1.301026	0.000000	0.000000	0.000000																	-1.914365	0.000000	0.000000	0.000000	0.000000	8.260300															
 63	6.500000		134.018658			4.731091	0.000000									586.948715	0.000000	9718.145771								0.000000	0.000000			-3.619069	2.276049					-3.440785	0.000000	0.000000	0.000000																	-2.250585	0.000000	0.000000	0.000000	0.000000	8.576553															
 64	6.500000		135.217889			7.849298	0.001617									588.731460	0.000000	9709.437833								0.000000	0.000000			-3.602132	2.376098					-3.157191	0.000000	-0.001617	0.000000																	-1.818315	0.000000	0.000000	0.000000	0.000000	8.707938															
 65	6.500000		135.098913			4.798614	0.030484									590.273958	0.000000	9700.710995								0.000000	0.000000			-2.284165	2.376098					0.000000	2.986006	-0.028881	0.000000																	-1.578174	0.000000	0.000000	0.000000	0.000000	8.726838															
 66	6.500000		133.321083			8.655140	0.054983									591.432102	0.000000	9692.780503								0.000000	0.000000			0.000000	1.750810					-3.896067	0.000000	-0.024750	0.000000																	-1.193915	0.000000	0.000000	0.000000	0.000000	7.930492															
 67	6.500000		132.043843			12.073583	0.076700									592.350036	0.000000	9685.487094								0.000000	0.000000			0.000000	1.250575					-3.489761	0.000000	-0.022169	0.000000																	-0.953775	0.000000	0.000000	0.000000	0.000000	7.293409															
 68	6.500000		131.079641			15.057551	0.095656									593.027774	0.000000	9678.592034								0.000000	0.000000			0.000000	0.937793					-3.083454	0.000000	-0.019588	0.000000																	-0.713634	0.000000	0.000000	0.000000	0.000000	6.895060															
 69	6.500000		130.428585			17.529344	0.111358									593.417290	0.000000	9672.095541								0.000000	0.000000			0.000000	0.624841					-2.595867	0.000000	-0.016491	0.000000																	-0.425454	0.000000	0.000000	0.000000	0.000000	6.496493															
 70	6.500000		133.381447			19.574462	0.124350									593.566643	0.076084	9665.885093								0.000000	0.000000			-3.379186	0.400239					-2.189560	0.000000	-0.013910	0.000000																	-0.185314	0.000000	-0.076084	0.000000	0.000000	6.210447															
 71	6.500000		137.066647			21.196422	0.134654									593.475847	0.252223	9659.865795								0.000000	0.000000			-3.962026	0.250149					-1.783254	0.000000	-0.011328	0.000000																	0.000000	0.054826	-0.176166	0.000000	0.000000	6.019298															
 72	6.500000		140.926608			22.398662	0.142291									593.144886	0.428299	9654.037647								0.000000	0.000000			-3.987434	0.100060					-1.376898	0.000000	-0.008747	0.000000																	0.000000	0.294996	-0.176166	0.000000	0.000000	5.828149															
 73	6.500000		140.835939			13.381384	0.104674									591.084895	0.000000	9648.274202								0.000000	0.000000			0.000000	0.062484					0.000000	8.832713	0.000000	0.036445																	0.000000	2.024047	0.000000	0.428147	0.000000	5.763444															
 74	6.500000		140.782757			11.885106	0.075502									589.121107	0.000000	9642.553980								0.000000	0.000000			0.000000	0.025015					0.000000	1.386015	0.000000	0.028310																	0.000000	1.927968	0.000000	0.000000	0.000000	5.720222															
 75	6.500000		140.742146			10.482389	0.066591									587.205450	0.000000	9636.837403								0.000000	0.000000			0.000000	0.012454					0.000000	1.304783	0.000000	0.008289																	0.000000	1.879957	0.000000	0.000000	0.000000	5.716577															
 76	6.500000		140.563908			9.091231	0.057754									585.289908	0.000000	9630.945537								0.000000	0.000000			0.000000	0.150089					0.000000	1.304783	0.000000	0.008289																	0.000000	1.879957	0.000000	0.000000	0.000000	5.891865															
 77	6.500000		140.135557			7.792817	0.049505									583.422522	0.000000	9624.735090								0.000000	0.000000			0.000000	0.400239					0.000000	1.223503	0.000000	0.007773																	0.000000	1.831917	0.000000	0.000000	0.000000	6.210447															
 78	6.500000		139.106933			6.505101	0.041325									581.555249	0.000000	9617.760046								0.000000	0.000000			0.000000	1.000597					0.000000	1.223503	0.000000	0.007773																	0.000000	1.831917	0.000000	0.000000	0.000000	6.975044															
 79	6.500000		137.140722			5.309277	0.033728									579.736129	0.000000	9609.590658								0.000000	0.000000			0.000000	1.938390					0.000000	1.142222	0.000000	0.007256																	0.000000	1.783878	0.000000	0.000000	0.000000	8.169388															
 80	6.500000		135.425021			4.123307	0.026194									577.917120	0.000000	9601.739812								0.000000	0.000000			0.000000	1.688273					0.000000	1.142222	0.000000	0.007256																	0.000000	1.783878	0.000000	0.000000	0.000000	7.850846															
 81	6.500000		133.834716			3.190854	0.020270									576.242281	0.000000	9594.048230								0.000000	0.000000			0.000000	1.563219					0.000000	0.898477	0.000000	0.005708																	0.000000	1.639817	0.000000	0.000000	0.000000	7.691582															
 82	6.500000		132.720618			2.753672	0.017493									574.855725	0.000000	9586.117738								0.000000	0.000000			-0.663478	1.750810					0.000000	0.410890	0.000000	0.002610																	0.000000	1.351637	0.000000	0.000000	0.000000	7.930492															
 83	6.500000		134.358802			2.807680	0.017836									573.757432	0.000000	9580.105348								0.000000	0.000000			-3.665645	2.000916					-0.076698	0.000000	-0.000487	0.000000																	0.000000	1.063457	0.000000	0.000000	0.000000	6.012389															
 84	6.500000		135.762686			3.105036	0.019725									572.803295	0.000000	9578.822145								0.000000	0.000000			-3.631771	2.201015					-0.320492	0.000000	-0.002036	0.000000																	0.000000	0.919367	0.000000	0.000000	0.000000	1.283204															
 85	6.500000		137.400262			3.399942	0.021599									571.849217	0.000000	9579.790207								0.000000	0.000000			-3.665645	2.000916					-0.320492	0.000000	-0.002036	0.000000																	0.000000	0.919367	0.000000	0.000000	-0.968062	0.000000															
 86	6.500000		139.008261			4.911387	0.031200									571.615646	0.000000	9580.343613								0.000000	0.000000			-3.661410	2.025931					-1.539460	0.000000	-0.009780	0.000000																	0.000000	0.198917	0.000000	0.000000	-0.553406	0.000000															
 87	6.500000		140.323479			7.141758	0.045369									571.814360	0.000000	9579.023474								0.000000	0.000000			-3.619069	2.276049					-2.270841	0.000000	-0.014426	0.000000																	-0.233354	0.000000	0.000000	0.000000	0.000000	1.320139															
 88	6.500000		141.521448			9.678777	0.061486									572.205162	0.000000	9573.022466								0.000000	0.000000			-3.602132	2.376098					-2.595867	0.000000	-0.016491	0.000000																	-0.425454	0.000000	0.000000	0.000000	0.000000	6.001008															
 89	6.500000		140.192125			12.032378	0.076438									572.499891	0.000000	9564.295627								0.000000	0.000000			-1.075079	2.376098					-2.433354	0.000000	-0.015458	0.000000																	-0.329404	0.000000	0.000000	0.000000	0.000000	8.726838															
 90	6.500000		138.413277			13.878998	0.088169									572.506421	0.000000	9556.365135								0.000000	0.000000			0.000000	1.750810					-1.945767	0.000000	-0.012361	0.000000																	-0.041224	0.000000	0.000000	0.000000	0.000000	7.930492															
 91	6.500000		137.135019			15.629121	0.099287									572.464911	0.000000	9549.071726								0.000000	0.000000			0.000000	1.250575					-1.864486	0.000000	-0.011844	0.000000																	0.000000	0.006816	0.000000	0.000000	0.000000	7.293409															
 92	6.500000		136.169799			17.202310	0.109281									572.327354	0.000000	9542.176667								0.000000	0.000000			0.000000	0.937793					-1.701973	0.000000	-0.010812	0.000000																	0.000000	0.102866	0.000000	0.000000	0.000000	6.895060															
 93	6.500000		135.517724			18.681255	0.118676									572.141765	0.000000	9535.680173								0.000000	0.000000			0.000000	0.624841					-1.620692	0.000000	-0.010296	0.000000																	0.000000	0.150906	0.000000	0.000000	0.000000	6.496493															
 94	6.500000		135.090382			20.066781	0.127478									571.908177	0.076084	9529.469726								0.000000	0.000000			0.000000	0.400239					-1.539460	0.000000	-0.009780	0.000000																	0.000000	0.198917	-0.076084	0.000000	0.000000	6.210447															
 95	6.500000		134.813215			21.278329	0.135174									571.578523	0.252223	9523.450428								0.000000	0.000000			0.000000	0.250149					-1.376898	0.000000	-0.008747	0.000000																	0.000000	0.294996	-0.176166	0.000000	0.000000	6.019298															
 96	6.500000		137.866318			22.398662	0.142291									571.200879	0.428299	9517.622279								0.000000	0.000000			-3.180126	0.100060					-1.295666	0.000000	-0.008231	0.000000																	0.000000	0.343007	-0.176166	0.000000	0.000000	5.828149															
 97	6.500000		137.776261			13.381384	0.104674									569.142217	0.000000	9511.858835								0.000000	0.000000			0.000000	0.062484					0.000000	8.832713	0.000000	0.036445																	0.000000	2.024047	0.000000	0.428147	0.000000	5.763444															
 98	6.500000		137.723691			11.885106	0.075502									567.179760	0.000000	9506.138613								0.000000	0.000000			0.000000	0.025015					0.000000	1.386015	0.000000	0.028310																	0.000000	1.927968	0.000000	0.000000	0.000000	5.720222															
 99	6.500000		137.683692			10.482389	0.066591									565.265432	0.000000	9500.422035								0.000000	0.000000			0.000000	0.012454					0.000000	1.304783	0.000000	0.008289																	0.000000	1.879957	0.000000	0.000000	0.000000	5.716577															
 100	6.500000		137.506065			9.091231	0.057754									563.351220	0.000000	9494.530170								0.000000	0.000000			0.000000	0.150089					0.000000	1.304783	0.000000	0.008289																	0.000000	1.879957	0.000000	0.000000	0.000000	5.891865															
 101	6.500000		137.078326			7.792817	0.049505									561.485163	0.000000	9488.319723								0.000000	0.000000			0.000000	0.400239					0.000000	1.223503	0.000000	0.007773																	0.000000	1.831917	0.000000	0.000000	0.000000	6.210447															
 102	6.500000		136.050313			6.505101	0.041325									559.619220	0.000000	9481.344678								0.000000	0.000000			0.000000	1.000597					0.000000	1.223503	0.000000	0.007773																	0.000000	1.831917	0.000000	0.000000	0.000000	6.975044															
 103	6.500000		134.084713			5.309277	0.033728									557.801429	0.000000	9473.175291								0.000000	0.000000			0.000000	1.938390					0.000000	1.142222	0.000000	0.007256																	0.000000	1.783878	0.000000	0.000000	0.000000	8.169388															
 104	6.500000		132.369624			4.123307	0.026194									555.983749	0.000000	9465.324444								0.000000	0.000000			0.000000	1.688273					0.000000	1.142222	0.000000	0.007256																	0.000000	1.783878	0.000000	0.000000	0.000000	7.850846															
 105	6.500000		130.779931			3.190854	0.020270									554.310240	0.000000	9457.632862								0.000000	0.000000			0.000000	1.563219					0.000000	0.898477	0.000000	0.005708																	0.000000	1.639817	0.000000	0.000000	0.000000	7.691582															
 106	6.500000		129.666443			2.753672	0.017493									552.925012	0.000000	9449.702370								0.000000	0.000000			-0.663478	1.750810					0.000000	0.410890	0.000000	0.002610																	0.000000	1.351637	0.000000	0.000000	0.000000	7.930492															
 107	6.500000		131.305238			2.807680	0.017836									551.828048	0.000000	9443.689981								0.000000	0.000000			-3.665645	2.000916					-0.076698	0.000000	-0.000487	0.000000																	0.000000	1.063457	0.000000	0.000000	0.000000	6.012389															
 108	6.500000		132.709733			3.105036	0.019725									550.875241	0.000000	9442.406777								0.000000	0.000000			-3.631771	2.201015					-0.320492	0.000000	-0.002036	0.000000																	0.000000	0.919367	0.000000	0.000000	0.000000	1.283204															
 109	6.500000		134.347919			3.399942	0.021599									549.922491	0.000000	9443.374839								0.000000	0.000000			-3.665645	2.000916					-0.320492	0.000000	-0.002036	0.000000																	0.000000	0.919367	0.000000	0.000000	-0.968062	0.000000															
 110	6.500000		135.956528			4.911387	0.031200									549.690249	0.000000	9443.928245								0.000000	0.000000			-3.661410	2.025931					-1.539460	0.000000	-0.009780	0.000000																	0.000000	0.198917	0.000000	0.000000	-0.553406	0.000000															
 111	6.500000		137.272357			7.141758	0.045369									549.890292	0.000000	9442.608106								0.000000	0.000000			-3.619069	2.276049					-2.270841	0.000000	-0.014426	0.000000																	-0.233354	0.000000	0.000000	0.000000	0.000000	1.320139															
 112	6.500000		138.470937			9.678777	0.061486									550.282423	0.000000	9436.607098								0.000000	0.000000			-3.602132	2.376098					-2.595867	0.000000	-0.016491	0.000000																	-0.425454	0.000000	0.000000	0.000000	0.000000	6.001008															
 113	6.500000		137.142224			12.032378	0.076438									550.578479	0.000000	9427.880260								0.000000	0.000000			-1.075079	2.376098					-2.433354	0.000000	-0.015458	0.000000																	-0.329404	0.000000	0.000000	0.000000	0.000000	8.726838															
 114	6.500000		135.363985			13.878998	0.088169									550.586338	0.000000	9419.949768								0.000000	0.000000			0.000000	1.750810					-1.945767	0.000000	-0.012361	0.000000																	-0.041224	0.000000	0.000000	0.000000	0.000000	7.930492															
