Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	GAS_RE	WOOD	WET_BIOMASS	COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	NUCLEAR	CCGT	CCGT_AMMONIA	COAL_US	COAL_IGCC	PV	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_RIVER	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	SYN_METHANOLATION	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	EFFICIENCY	DHN	GRID	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	AMMONIA_TO_H2	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	END_USE	
 1 	 1						6.665707																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001382	0.001497							0.000000	
 1 	 2						6.665812																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001443	0.001452							0.000000	
 1 	 3						6.665822																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001439	0.001438							0.000000	
 1 	 4						6.665978																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001527	0.001371							0.000000	
 1 	 5						6.665821																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001435	0.001436							0.000000	
 1 	 6						6.665803																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001434	0.001453							0.000000	
 1 	 7						6.665803																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001436	0.001455							0.000000	
 1 	 8						6.665806																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001439	0.001454							0.000000	
 1 	 9						6.665782																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001427	0.001466							0.000000	
 1 	 10						6.665816																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001444	0.001450							0.000000	
 1 	 11						6.665821																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001447	0.001448							0.000000	
 1 	 12						6.665826																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001450	0.001445							0.000000	
 1 	 13						6.665803																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001438	0.001457							0.000000	
 1 	 14						6.665807																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001441	0.001455							0.000000	
 1 	 15						6.665813																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001444	0.001452							0.000000	
 1 	 16						6.665848																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001460	0.001434							0.000000	
 1 	 17						6.665851																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001462	0.001432							0.000000	
 1 	 18						6.665827																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001450	0.001445							0.000000	
 1 	 19						6.665831																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001452	0.001442							0.000000	
 1 	 20						6.665836																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001454	0.001440							0.000000	
 1 	 21						6.665838																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001454	0.001438							0.000000	
 1 	 22						6.665850																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001459	0.001431							0.000000	
 1 	 23						6.665830																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001448	0.001439							0.000000	
 1 	 24						6.665747																																						-0.000000												-0.000000						-0.000000					-0.000000																														-6.665821														0.000000																																															-0.001410	0.001485							0.000000	
 2 	 1						6.665820																																						-0.000001												-0.000001						-0.000000					-0.000000																														-6.665822														0.000000																																															-0.001446	0.001450							0.000000	
 2 	 2						6.665805																																						-0.000001												-0.000001						-0.000000					-0.000000																														-6.665822														0.000000																																															-0.001438	0.001457							0.000000	
 2 	 3						6.665795																																						-0.000001												-0.000001						-0.000000					-0.000000																														-6.665822														0.000000																																															-0.001433	0.001462							0.000000	
 2 	 4						6.665789																																						-0.000001												-0.000001						-0.000000					-0.000000																														-6.665822														0.000000																																															-0.001430	0.001465							0.000000	
 2 	 5						6.665785																																						-0.000001												-0.000001						-0.000000					-0.000000																														-6.665822														0.000000																																															-0.001428	0.001467							0.000000	
 2 	 6						6.665782																																						-0.000001												-0.000001						-0.000000					-0.000000																														-6.665822														0.000000																																															-0.001426	0.001468							0.000000	
